nom,category_id,categorie,prix_initial,prix_optimal,stock,date_expiration,jours_avant_expiration,supermarche,zone
Yaourt,1,Produits Laitiers,0.43,,0,,,Carrefour,Sousse
Fromage fondu râpé à l'emmental,1,Produits Laitiers,22.9,,0,,,Carrefour,Ariana
Mozzarella filone,1,Produits Laitiers,45.9,,0,,,Carrefour,Tunis
Fromage 100% mozzarella,1,Produits Laitiers,9.29,,0,,,Carrefour,Sousse
Margarine tartines et cuisson,1,Produits Laitiers,7.59,,0,,,Carrefour,Ariana
Crème dessert Dolce Duo chocolat noisette,1,Produits Laitiers,0.79,,0,,,Carrefour,Tunis
Fromage crème 100% emmental,1,Produits Laitiers,16.98,,0,,,Carrefour,Sousse
Fromage crème 100% cheddar,1,Produits Laitiers,16.98,,0,,,Carrefour,Ariana
Fromage crème 100% emmental,1,Produits Laitiers,9.28,,0,,,Carrefour,Tunis
Fromage crème 100% cheddar,1,Produits Laitiers,9.28,,0,,,Carrefour,Sousse
Fromage râpé fondant à l'emmental,1,Produits Laitiers,24.99,,0,,,Carrefour,Ariana
Fromage mozzarella 100 % lait,1,Produits Laitiers,42.9,,0,,,Carrefour,Tunis
Œufs omiva,1,Produits Laitiers,17.59,,0,,,Carrefour,Sousse
Œufs omiva,1,Produits Laitiers,10.43,,0,,,Carrefour,Ariana
Yaourt à boire maxi banane,1,Produits Laitiers,1.76,,0,,,Carrefour,Tunis
"Yaourt à boire Danup açaï, myrtille, grenade",1,Produits Laitiers,0.95,,0,,,Carrefour,Sousse
Yaourt à boire Danup ananas passion,1,Produits Laitiers,0.95,,0,,,Carrefour,Ariana
Fromage râpé  au cheddar LAND'OR,1,Produits Laitiers,33.2,,0,,,Carrefour,Tunis
Fromage edam,1,Produits Laitiers,51.9,,0,,,Carrefour,Sousse
Fromage à tartiner Tartare,1,Produits Laitiers,4.4,,0,,,Carrefour,Ariana
Gouda au pesto vert Gardeli,1,Produits Laitiers,140.5,,0,,,Carrefour,Tunis
Sidi Salem St Paulin,1,Produits Laitiers,57.5,,0,,,Carrefour,Sousse
Gouda à l'ail noir,1,Produits Laitiers,65.4,,0,,,Carrefour,Ariana
Fromage bleu Danablu,1,Produits Laitiers,116.775,,0,,,Carrefour,Tunis
Fromage Affumicato,1,Produits Laitiers,49.9,,0,,,Carrefour,Sousse
Emmental kaiser,1,Produits Laitiers,72.8,,0,,,Carrefour,Ariana
Crotin de chèvre frais,1,Produits Laitiers,6.1,,0,,,Carrefour,Tunis
Meule edam,1,Produits Laitiers,27.9,,0,,,Carrefour,Sousse
Comte,1,Produits Laitiers,155.5,,0,,,Carrefour,Ariana
Emmental français,1,Produits Laitiers,32.0,,0,,,Carrefour,Tunis
Gouda aux fines herbes,1,Produits Laitiers,64.5,,0,,,Carrefour,Sousse
Mimolette,1,Produits Laitiers,57.5,,0,,,Carrefour,Ariana
Morbier,1,Produits Laitiers,62.3,,0,,,Carrefour,Tunis
Saint Paulin,1,Produits Laitiers,57.3,,0,,,Carrefour,Sousse
Gouda pesto pignon,1,Produits Laitiers,76.5,,0,,,Carrefour,Ariana
Parmiggiano Reggiano,1,Produits Laitiers,211.5,,0,,,Carrefour,Tunis
Fromage campagne,1,Produits Laitiers,49.9,,0,,,Carrefour,Sousse
Fromage extra edam,1,Produits Laitiers,58.6,,0,,,Carrefour,Ariana
Tinaflor,1,Produits Laitiers,46.9,,0,,,Carrefour,Tunis
Provolone,1,Produits Laitiers,59.9,,0,,,Carrefour,Sousse
Gouda grand'or cumin,1,Produits Laitiers,110.9,,0,,,Carrefour,Tunis
Fromage aux piments rouges,1,Produits Laitiers,65.4,,0,,,Carrefour,Sousse
Ricotta meriah,1,Produits Laitiers,19.9,,0,,,Carrefour,Ariana
Sicilien demi sel meriah,1,Produits Laitiers,43.5,,0,,,Carrefour,Tunis
Fromage tomme fleurie,1,Produits Laitiers,62.9,,0,,,Carrefour,Sousse
Morbier,1,Produits Laitiers,61.5,,0,,,Carrefour,Ariana
Gouda old mill,1,Produits Laitiers,161.9,,0,,,Carrefour,Tunis
Fromage pâte molle Ma Buche,1,Produits Laitiers,51.9,,0,,,Carrefour,Sousse
Lait demi écrémé U.H.T,1,Produits Laitiers,1.35,,0,,,Carrefour,Ariana
Formage jaune Gouda,1,Produits Laitiers,55.9,,0,,,Carrefour,Tunis
Fromage rouge Edam,1,Produits Laitiers,55.9,,0,,,Carrefour,Sousse
Yaourt aux morceaux  d'ananas,1,Produits Laitiers,0.84,,0,,,Carrefour,Ariana
Yaourt à boire pomme vanille,1,Produits Laitiers,1.22,,0,,,Carrefour,Tunis
Yaourt à boire fraise,1,Produits Laitiers,1.22,,0,,,Carrefour,Sousse
Yaourt à boire céréales fruits,1,Produits Laitiers,1.22,,0,,,Carrefour,Ariana
Margarine tartine et cuisson,1,Produits Laitiers,9.99,,0,,,Carrefour,Tunis
Pointe de brie,1,Produits Laitiers,13.89,,0,,,Carrefour,Sousse
Mozzarella cerises,1,Produits Laitiers,12.39,,0,,,Carrefour,Ariana
Fromage fondu à tartiner,1,Produits Laitiers,9.79,,0,,,Carrefour,Tunis
Fromage camembert Palet Fou,1,Produits Laitiers,17.39,,0,,,Carrefour,Sousse
Fromage camembert Palet Fort,1,Produits Laitiers,17.39,,0,,,Carrefour,Ariana
Fromage camembert Palet Fin,1,Produits Laitiers,17.39,,0,,,Carrefour,Tunis
Fromage camembert Le Petit Campagnard,1,Produits Laitiers,9.99,,0,,,Carrefour,Sousse
Fromage à raclette,1,Produits Laitiers,6.89,,0,,,Carrefour,Ariana
Margarine tartines et cuisson,1,Produits Laitiers,4.19,,0,,,Carrefour,Tunis
Yaourt à boire aux céréales et fruits,1,Produits Laitiers,0.94,,0,,,Carrefour,Sousse
Emmental cœur de meule,1,Produits Laitiers,11.98,,0,,,Carrefour,Ariana
Fromage râpé à l'emmental,1,Produits Laitiers,14.41,,0,,,Carrefour,Tunis
Pack de yaourts aromatisés Mamzouj fraise & vanille,1,Produits Laitiers,3.35,,0,,,Carrefour,Sousse
Yaourt à boire bifi 0 % fruits des bois,1,Produits Laitiers,1.05,,0,,,Carrefour,Ariana
Yaourt à boire vanille TipTop,1,Produits Laitiers,1.55,,0,,,Carrefour,Tunis
Yaourt à boire fraise TipTop,1,Produits Laitiers,1.55,,0,,,Carrefour,Sousse
Œufs Ovita,1,Produits Laitiers,17.29,,0,,,Carrefour,Ariana
Œufs frais Oméga 3,1,Produits Laitiers,14.39,,0,,,Carrefour,Tunis
Œufs fermiers,1,Produits Laitiers,21.99,,0,,,Carrefour,Sousse
Œufs fermiers,1,Produits Laitiers,11.59,,0,,,Carrefour,Ariana
Yaourt brassé saveur vanille,1,Produits Laitiers,0.43,,0,,,Carrefour,Tunis
Yaourt brassé fraise,1,Produits Laitiers,0.43,,0,,,Carrefour,Ariana
Yaourt bif 0 % aux morceaux de fruits,1,Produits Laitiers,0.9,,0,,,Carrefour,Tunis
Margarines allégée,1,Produits Laitiers,2.39,,0,,,Carrefour,Sousse
Fromage Roquefort,1,Produits Laitiers,24.29,,0,,,Carrefour,Ariana
Les palets de chèvre aromatisés,1,Produits Laitiers,21.99,,0,,,Carrefour,Tunis
La Brique Tradition 31% MG,1,Produits Laitiers,20.39,,0,,,Carrefour,Sousse
Fromage camembert Tradition 45% MG,1,Produits Laitiers,18.69,,0,,,Carrefour,Ariana
Fromage camembert Carthago,1,Produits Laitiers,13.99,,0,,,Carrefour,Tunis
Fromage camembert Carthago,1,Produits Laitiers,11.59,,0,,,Carrefour,Sousse
Fromage camembert,1,Produits Laitiers,28.5,,0,,,Carrefour,Ariana
Fromage camembert Vieux Calife,1,Produits Laitiers,18.59,,0,,,Carrefour,Tunis
Fromage camembert Calife,1,Produits Laitiers,16.99,,0,,,Carrefour,Sousse
Fromage camembert National,1,Produits Laitiers,15.39,,0,,,Carrefour,Tunis
Fromage râpé au cheddar,1,Produits Laitiers,13.68,,0,,,Carrefour,Sousse
Fromage Goutta légère 8%,1,Produits Laitiers,3.19,,0,,,Carrefour,Ariana
Fromage camembert Tomme de Tebourba,1,Produits Laitiers,14.99,,0,,,Carrefour,Tunis
Œufs frais Oméga 3,1,Produits Laitiers,16.8,,0,,,Carrefour,Sousse
Yaourt nature sans sucre Mio,1,Produits Laitiers,0.95,,0,,,Carrefour,Ariana
Fromage fondu 100% emmental,1,Produits Laitiers,5.59,,0,,,Carrefour,Tunis
Frmage fondu 100% emmental,1,Produits Laitiers,7.88,,0,,,Carrefour,Sousse
Fromage fondu 100% emmental,1,Produits Laitiers,5.24,,0,,,Carrefour,Ariana
Yaourt saveur vanille Maxi,1,Produits Laitiers,1.76,,0,,,Carrefour,Tunis
Yaourt saveur fraise Maxi,1,Produits Laitiers,1.76,,0,,,Carrefour,Sousse
Yaourt brassé vanille Ptit'Top,1,Produits Laitiers,0.43,,0,,,Carrefour,Ariana
Yaourt brassé fraise Ptit'Top,1,Produits Laitiers,0.43,,0,,,Carrefour,Tunis
Yaourt brassé abricot Ptit'Top,1,Produits Laitiers,0.43,,0,,,Carrefour,Sousse
Œufs frais jaune jaune Adhayma,1,Produits Laitiers,13.44,,0,,,Carrefour,Ariana
Crème dessert noisette Dolce,1,Produits Laitiers,0.78,,0,,,Carrefour,Tunis
Fromage râpé à l'emmental,1,Produits Laitiers,5.96,,0,,,Carrefour,Sousse
Boisson lactée goût fraise Laitgo,1,Produits Laitiers,0.52,,0,,,Carrefour,Ariana
Boisson lactée goût chocolat Laitgo,1,Produits Laitiers,0.52,,0,,,Carrefour,Tunis
Lait écrémé 0% matière grasse U.H.T,1,Produits Laitiers,2.3,,0,,,Carrefour,Sousse
Pack de yaourts aromatisés fraise vanille,1,Produits Laitiers,5.29,,0,,,Carrefour,Ariana
Crème dessert chocolat Danette,1,Produits Laitiers,0.78,,0,,,Carrefour,Tunis
Fromage fondu à tartiner Milkana,1,Produits Laitiers,15.75,,0,,,Carrefour,Sousse
Fromage râpé fondu au gruyère,1,Produits Laitiers,35.38,,0,,,Carrefour,Ariana
Préparation alimentaire râpée,1,Produits Laitiers,1.05,,0,,,Carrefour,Tunis
Crème fouettée végétale,1,Produits Laitiers,18.99,,0,,,Carrefour,Sousse
Boisson lactée  vanille Délisso,1,Produits Laitiers,0.92,,0,,,Carrefour,Ariana
Lait demi-écrémé U.H.T,1,Produits Laitiers,1.35,,0,,,Carrefour,Tunis
Crème fraîche,1,Produits Laitiers,2.69,,0,,,Carrefour,Sousse
Crème fraîche,1,Produits Laitiers,5.39,,0,,,Carrefour,Ariana
Crème dessert Dolce zgougou,1,Produits Laitiers,0.9,,0,,,Carrefour,Ariana
Crème dessert Danette vanille,1,Produits Laitiers,0.78,,0,,,Carrefour,Tunis
Œufs frais Oméga 3,1,Produits Laitiers,4.39,,0,,,Carrefour,Sousse
Crème dessert Le Grand Dessert,1,Produits Laitiers,0.85,,0,,,Carrefour,Ariana
Fromage slice Light,1,Produits Laitiers,17.99,,0,,,Carrefour,Tunis
Fromage slice Dégustation,1,Produits Laitiers,19.99,,0,,,Carrefour,Sousse
Œufs frais Oméga 3,1,Produits Laitiers,7.99,,0,,,Carrefour,Ariana
Bûche de chèvre affinée,1,Produits Laitiers,26.9,,0,,,Carrefour,Tunis
Boisson lactée goût chocolat Wake up,1,Produits Laitiers,1.59,,0,,,Carrefour,Sousse
Margarines à l'huile d'olive,1,Produits Laitiers,3.05,,0,,,Carrefour,Ariana
Fromage à pâte pressée cuite Comté,1,Produits Laitiers,34.67,,0,,,Carrefour,Tunis
Fromage gruyère Le Dégustation,1,Produits Laitiers,27.53,,0,,,Carrefour,Sousse
Fromage blanc fondu Mon Carré,1,Produits Laitiers,5.98,,0,,,Carrefour,Ariana
Fromage Edam,1,Produits Laitiers,9.33,,0,,,Carrefour,Tunis
Fromage à l'emmental Croque',1,Produits Laitiers,2.6,,0,,,Carrefour,Sousse
Fromage râpé  Grana Padano,1,Produits Laitiers,15.99,,0,,,Carrefour,Ariana
Crème dessert Plaisir zgougou,1,Produits Laitiers,0.88,,0,,,Carrefour,Tunis
Crème dessert Dolce chocolat,1,Produits Laitiers,0.78,,0,,,Carrefour,Sousse
Mousse au chocolat Plaisir,1,Produits Laitiers,0.79,,0,,,Carrefour,Tunis
Flan dessert,1,Produits Laitiers,0.8,,0,,,Carrefour,Sousse
Yaourt nature,1,Produits Laitiers,0.55,,0,,,Carrefour,Ariana
Œufs frais jaune orange+,1,Produits Laitiers,14.99,,0,,,Carrefour,Tunis
Pack de yaourts à boire Danup vanille,1,Produits Laitiers,5.65,,0,,,Carrefour,Sousse
Pack de yaourts à boire Danup fraise,1,Produits Laitiers,5.65,,0,,,Carrefour,Ariana
Pack de fromages frais Danino nature sucré,1,Produits Laitiers,3.42,,0,,,Carrefour,Tunis
Boisson lactée pêche abricot Vitalio,1,Produits Laitiers,0.99,,0,,,Carrefour,Sousse
Crème fouettée pâtisserie et cuisine,1,Produits Laitiers,44.59,,0,,,Carrefour,Ariana
Beurre extra fin,1,Produits Laitiers,3.89,,0,,,Carrefour,Tunis
Yaourt à boire Danup fraise,1,Produits Laitiers,0.95,,0,,,Carrefour,Sousse
Yaourt aromatisé Activia aux morceaux de pêche,1,Produits Laitiers,0.9,,0,,,Carrefour,Ariana
Lait demi-écrémé U.H.T,1,Produits Laitiers,0.93,,0,,,Carrefour,Tunis
Fromage râpé 100%  Emmental,1,Produits Laitiers,6.99,,0,,,Carrefour,Sousse
Fromage blanc fondu Mon Carré,1,Produits Laitiers,10.66,,0,,,Carrefour,Ariana
Fromage à raclette,1,Produits Laitiers,39.99,,0,,,Carrefour,Tunis
Fromage et biscuits croustillants Goûter,1,Produits Laitiers,3.26,,0,,,Carrefour,Sousse
Fromage râpé fondant à l'emmental,1,Produits Laitiers,13.89,,0,,,Carrefour,Ariana
Fromage camembert,1,Produits Laitiers,25.49,,0,,,Carrefour,Tunis
Fromage l'Emmental français en portion,1,Produits Laitiers,29.74,,0,,,Carrefour,Sousse
Fromage Mascarpone,1,Produits Laitiers,19.99,,0,,,Carrefour,Ariana
Pointe de Brie,1,Produits Laitiers,21.41,,0,,,Carrefour,Tunis
Fromage camembert au lait,1,Produits Laitiers,16.49,,0,,,Carrefour,Sousse
Fromage râpé Rap'cheese 100% lait,1,Produits Laitiers,49.9,,0,,,Carrefour,Ariana
Œufs fermiers frais rustiques,1,Produits Laitiers,10.5,,0,,,Carrefour,Tunis
Œufs fermiers frais rustiques,1,Produits Laitiers,6.4,,0,,,Carrefour,Sousse
Fromage fondu à tartiner,1,Produits Laitiers,9.59,,0,,,Carrefour,Ariana
Préparation alimentaire fondu,1,Produits Laitiers,5.4,,0,,,Carrefour,Tunis
Fromage frais à tartiner Milkana Tarti'frais,1,Produits Laitiers,5.29,,0,,,Carrefour,Sousse
Fromage frais à tartiner Milkana Tarti'frais,1,Produits Laitiers,3.05,,0,,,Carrefour,Ariana
Pack de yaourts aromatisés aux fruits & morceaux de pêche,1,Produits Laitiers,6.59,,0,,,Carrefour,Tunis
Fromage râpé Mix Di Fiore,1,Produits Laitiers,11.33,,0,,,Carrefour,Sousse
Fromage Goutta du Nord,1,Produits Laitiers,6.39,,0,,,Carrefour,Ariana
Yaourt panaché,1,Produits Laitiers,0.74,,0,,,Carrefour,Tunis
Fromage fondu spécial hamburger,1,Produits Laitiers,4.19,,0,,,Carrefour,Sousse
Yaourt aromatisé aux fruits avec morceaux de pêches,1,Produits Laitiers,0.84,,0,,,Carrefour,Ariana
Crème dessert Danette Liégeois chocolat,1,Produits Laitiers,0.84,,0,,,Carrefour,Tunis
Boisson lactée pêche abricot Nati,1,Produits Laitiers,0.95,,0,,,Carrefour,Sousse
Fromage ricotta à tartiner,1,Produits Laitiers,5.58,,0,,,Carrefour,Ariana
Yaourt à boire fraise,1,Produits Laitiers,0.74,,0,,,Carrefour,Tunis
Préparation alimentaire fondu,1,Produits Laitiers,1.52,,0,,,Carrefour,Sousse
Préparation alimentaire râpée,1,Produits Laitiers,12.49,,0,,,Carrefour,Ariana
Yaourt à boire Natiyo vanille,1,Produits Laitiers,2.05,,0,,,Carrefour,Tunis
Yaourt à boire Natiyo fraise,1,Produits Laitiers,2.05,,0,,,Carrefour,Sousse
Fromage râpé au gruyère,1,Produits Laitiers,4.84,,0,,,Carrefour,Ariana
Œufs frais good morning,1,Produits Laitiers,14.4,,0,,,Carrefour,Tunis
"Lait fermenté ""Leben""",1,Produits Laitiers,1.59,,0,,,Carrefour,Sousse
Yaourt à boire Natiyo vanille,1,Produits Laitiers,0.94,,0,,,Carrefour,Ariana
Margarine riche en Omega 3,1,Produits Laitiers,2.88,,0,,,Carrefour,Tunis
Pack de crèmes desserts Dolce chocolat et noisettes,1,Produits Laitiers,6.09,,0,,,Carrefour,Sousse
Fromage Goutta du Nord,1,Produits Laitiers,4.56,,0,,,Carrefour,Tunis
Crème dessert flan caramel  Danette,1,Produits Laitiers,0.8,,0,,,Carrefour,Sousse
Fromage fondu au cheddar,1,Produits Laitiers,7.99,,0,,,Carrefour,Ariana
Fromage fondu à l'emmental Croque',1,Produits Laitiers,7.99,,0,,,Carrefour,Tunis
Pack de crèmes desserts Dolce Liégeois chocolat Suisse,1,Produits Laitiers,6.09,,0,,,Carrefour,Sousse
Préparation alimentaire fondu,1,Produits Laitiers,4.08,,0,,,Carrefour,Ariana
Pack boissons lactées pêche abricot Danao,1,Produits Laitiers,5.95,,0,,,Carrefour,Tunis
Œufs frais adhayma EL BRIKA,1,Produits Laitiers,13.35,,0,,,Carrefour,Sousse
Fromage à tartiner Light,1,Produits Laitiers,3.92,,0,,,Carrefour,Ariana
Mini bûche de chèvre au poivre,1,Produits Laitiers,13.69,,0,,,Carrefour,Tunis
Mini bûche de chèvre nature,1,Produits Laitiers,14.99,,0,,,Carrefour,Sousse
Fromage de chèvre à tartiner à l'ail & aux fines herbes,1,Produits Laitiers,18.49,,0,,,Carrefour,Ariana
Crème fraîche,1,Produits Laitiers,2.55,,0,,,Carrefour,Tunis
Fromage crémeux et léger Mon Carré Fraîcheur,1,Produits Laitiers,9.89,,0,,,Carrefour,Sousse
Fromage crémeux et léger Mon Carré Fraîcheur,1,Produits Laitiers,5.82,,0,,,Carrefour,Ariana
Fromage crémeux et léger Mon Carré Fraîcheur,1,Produits Laitiers,3.48,,0,,,Carrefour,Tunis
Fromage Gorgonzola,1,Produits Laitiers,19.59,,0,,,Carrefour,Sousse
Fromage Parmigiano Reggiano,1,Produits Laitiers,29.99,,0,,,Carrefour,Ariana
Fromage Grana Padano,1,Produits Laitiers,23.59,,0,,,Carrefour,Tunis
Fromage bleu danois,1,Produits Laitiers,12.84,,0,,,Carrefour,Sousse
Fromage de chèvre à tartiner,1,Produits Laitiers,17.49,,0,,,Carrefour,Ariana
Fromage 50% chèvre 50% vache Bûchette Duo,1,Produits Laitiers,18.69,,0,,,Carrefour,Tunis
Fromage à l'Emmental en portion,1,Produits Laitiers,31.99,,0,,,Carrefour,Sousse
Fromage au miel  La Bûchette De Chèvre,1,Produits Laitiers,18.49,,0,,,Carrefour,Ariana
Fromage frais à tartiner enrichi en calcium et vitamine D Fraidoux,1,Produits Laitiers,3.38,,0,,,Carrefour,Tunis
Préparation alimentaire à base des huiles végétales Le Fondant,1,Produits Laitiers,2.68,,0,,,Carrefour,Sousse
Crème chantilly spéciale dessert,1,Produits Laitiers,25.81,,0,,,Carrefour,Ariana
Fromage Le Petit Moulé à l'ail & aux fines herbes,1,Produits Laitiers,10.19,,0,,,Carrefour,Tunis
Fromage Le Petit Moulé à l'ail & aux fines herbes,1,Produits Laitiers,15.29,,0,,,Carrefour,Sousse
Fromage Le Petit Moulé nature,1,Produits Laitiers,14.59,,0,,,Carrefour,Ariana
Fromage fouetté Madame Loïk saumon ciboulette,1,Produits Laitiers,17.33,,0,,,Carrefour,Tunis
Fromage fouetté Madame Loïk nature,1,Produits Laitiers,17.33,,0,,,Carrefour,Sousse
Fromage fouetté Madame Loïk à l'ail & aux fines herbes,1,Produits Laitiers,17.33,,0,,,Carrefour,Ariana
Fromage râpé spécial gratin emmental et gouda,1,Produits Laitiers,22.49,,0,,,Carrefour,Tunis
Fromage râpé à l'emmental,1,Produits Laitiers,12.23,,0,,,Carrefour,Sousse
Yaourt bifi 0% citron,1,Produits Laitiers,0.74,,0,,,Carrefour,Ariana
Fromage fondu à l'Emmental Mini',1,Produits Laitiers,0.53,,0,,,Carrefour,Tunis
Fromage fondu à tartiner saveur emmental,1,Produits Laitiers,8.83,,0,,,Carrefour,Sousse
Fromage et biscuits croustillants Goûter,1,Produits Laitiers,0.9,,0,,,Carrefour,Ariana
Fromage fondu à tartiner saveur emmental,1,Produits Laitiers,6.58,,0,,,Carrefour,Tunis
Fromage fondu à tartiner saveur emmental,1,Produits Laitiers,3.06,,0,,,Carrefour,Sousse
Fromage fondu Le Cuistot Emmental,1,Produits Laitiers,4.26,,0,,,Carrefour,Ariana
Fromage fondu Le Cuistot à la crème,1,Produits Laitiers,5.13,,0,,,Carrefour,Tunis
Fromage ricotta à tartiner,1,Produits Laitiers,3.16,,0,,,Carrefour,Sousse
Préparation alimentaire fondante et filante Mozza Fino,1,Produits Laitiers,2.45,,0,,,Carrefour,Ariana
Fromage Goutta du Nord,1,Produits Laitiers,3.19,,0,,,Carrefour,Tunis
Pack de crèmes desserts Danette chocolat & noisettes pralinées,1,Produits Laitiers,6.09,,0,,,Carrefour,Sousse
Pack de fromages blancs frais Danino nature sucré,1,Produits Laitiers,6.83,,0,,,Carrefour,Ariana
Pack de yaourts natures,1,Produits Laitiers,6.39,,0,,,Carrefour,Tunis
Œufs frais Ovita,1,Produits Laitiers,9.99,,0,,,Carrefour,Sousse
Margarine tartine et cuisson,1,Produits Laitiers,2.5,,0,,,Carrefour,Tunis
Margarine riche en Oméga 3,1,Produits Laitiers,5.69,,0,,,Carrefour,Sousse
Margarines riche en oméga 3,1,Produits Laitiers,3.1,,0,,,Carrefour,Ariana
Yaourt à boire Vit'up Max pommes vanille,1,Produits Laitiers,1.2,,0,,,Carrefour,Tunis
Fromage blanc Le Cuistot,1,Produits Laitiers,8.99,,0,,,Carrefour,Sousse
Fromage fondu Le Cuistot Emmental,1,Produits Laitiers,7.59,,0,,,Carrefour,Ariana
Fromage fondu à tartiner,1,Produits Laitiers,5.93,,0,,,Carrefour,Tunis
Margarine riche en oméga 3 sans acides gras et sans cholestérol,1,Produits Laitiers,5.55,,0,,,Carrefour,Sousse
Préparation alimentaire Goutella nature à base de lait frais,1,Produits Laitiers,2.87,,0,,,Carrefour,Ariana
Fromage camembert,1,Produits Laitiers,28.55,,0,,,Carrefour,Tunis
Pack de crèmes desserts Danette chocolat,1,Produits Laitiers,6.09,,0,,,Carrefour,Sousse
Fromage frais nature Rondelé,1,Produits Laitiers,5.4,,0,,,Carrefour,Ariana
Fromage râpé spécial tajine cheddar et sicilien,1,Produits Laitiers,5.19,,0,,,Carrefour,Tunis
Fromage fondu à la mozzarella,1,Produits Laitiers,4.86,,0,,,Carrefour,Sousse
Fromage fondu à tartiner,1,Produits Laitiers,7.98,,0,,,Carrefour,Ariana
Fromage fondu à tartiner,1,Produits Laitiers,16.2,,0,,,Carrefour,Tunis
Yaourt à boire Vitupti pommes vanille,1,Produits Laitiers,0.78,,0,,,Carrefour,Sousse
Yaourt à boire Vitupti à la pulpe de fraise,1,Produits Laitiers,0.78,,0,,,Carrefour,Ariana
Préparation alimentaire Goutella  à base de lait frais,1,Produits Laitiers,7.63,,0,,,Carrefour,Tunis
Préparation alimentaire Goutella à base de lait frais,1,Produits Laitiers,11.98,,0,,,Carrefour,Sousse
Fromage fondu à tartiner,1,Produits Laitiers,5.99,,0,,,Carrefour,Ariana
Boisson lactée pêche abricot Danao,1,Produits Laitiers,1.0,,0,,,Carrefour,Tunis
Œufs frais Oméga 3,1,Produits Laitiers,9.59,,0,,,Carrefour,Ariana
Fromage frais à tartiner Fraidoux,1,Produits Laitiers,4.59,,0,,,Carrefour,Tunis
"Lait caillé ""Raieb""",1,Produits Laitiers,1.49,,0,,,Carrefour,Sousse
"Lait fermenté ""Leben""",1,Produits Laitiers,1.49,,0,,,Carrefour,Ariana
Fromage fondu spécial croque-monsieur,1,Produits Laitiers,4.29,,0,,,Carrefour,Tunis
Margarine tartine et cuisson,1,Produits Laitiers,10.8,,0,,,Carrefour,Sousse
Fromage râpé spécial pâte emmental et cheddar,1,Produits Laitiers,5.19,,0,,,Carrefour,Ariana
Crème dessert Danette praliné aux noisettes,1,Produits Laitiers,0.78,,0,,,Carrefour,Tunis
Yaourt à boire Danup vanille,1,Produits Laitiers,0.95,,0,,,Carrefour,Sousse
Fromage fondu au cheddar,1,Produits Laitiers,2.42,,0,,,Carrefour,Ariana
Fromage fondu à l'emmental Croque',1,Produits Laitiers,4.93,,0,,,Carrefour,Tunis
Fromage fondu à tartiner,1,Produits Laitiers,3.03,,0,,,Carrefour,Sousse
Œufs frais jaune orange+,1,Produits Laitiers,3.38,,0,,,Carrefour,Ariana
Œufs frais jaune orange+,1,Produits Laitiers,8.1,,0,,,Carrefour,Tunis
Margarine tartine et cuisson,1,Produits Laitiers,5.5,,0,,,Carrefour,Sousse
Fromage frais à tartiner Fraidoux,1,Produits Laitiers,3.16,,0,,,Carrefour,Ariana
Fromage fondu à tartiner La Fondue,1,Produits Laitiers,4.62,,0,,,Carrefour,Tunis
Lait écrémé 0% matière grasse U.H.T,1,Produits Laitiers,2.25,,0,,,Carrefour,Sousse
Margarine tartine et cuisson,1,Produits Laitiers,3.0,,0,,,Carrefour,Ariana
Fromage fondu cheddar,1,Produits Laitiers,1.59,,0,,,Carrefour,Tunis
Fromage fondu à l'Emmental Famili',1,Produits Laitiers,5.18,,0,,,Carrefour,Sousse
Fromage fondu à l'Emmental  Maxi',1,Produits Laitiers,1.52,,0,,,Carrefour,Ariana
Fromage fondu spécial hamburger,1,Produits Laitiers,4.29,,0,,,Carrefour,Tunis
Fromage fondu spécial sandwich,1,Produits Laitiers,4.29,,0,,,Carrefour,Sousse
Fromage râpé au gruyère avec zip,1,Produits Laitiers,5.68,,0,,,Carrefour,Ariana
Fromage râpé au gruyère avec zip,1,Produits Laitiers,6.49,,0,,,Carrefour,Tunis
Margarine tartine et cuisson,1,Produits Laitiers,5.64,,0,,,Carrefour,Sousse
Fromage blanc fondu,1,Produits Laitiers,4.3,,0,,,Carrefour,Tunis
Fromage blanc fondu Carré,1,Produits Laitiers,3.54,,0,,,Carrefour,Sousse
Fromage fondu à tartiner,1,Produits Laitiers,8.5,,0,,,Carrefour,Ariana
Lait entier U.H.T,1,Produits Laitiers,2.57,,0,,,Carrefour,Tunis
Œufs frais jaune orange+,1,Produits Laitiers,7.09,,0,,,Carrefour,Sousse
Beurre extra fin,1,Produits Laitiers,3.85,,0,,,Carrefour,Ariana
Fromage fondu à tartiner,1,Produits Laitiers,5.85,,0,,,Carrefour,Sousse
Margarine tartine et cuisson,1,Produits Laitiers,4.65,,0,,,Carrefour,Ariana
Margarine tartine et cuisson,1,Produits Laitiers,1.36,,0,,,Carrefour,Tunis
Lait demi-écrémé U.H.T,1,Produits Laitiers,1.3,,0,,,Carrefour,Sousse
Fromage Jockey nature sucré,1,Produits Laitiers,0.95,,0,,,Carrefour,Ariana
Lait concentré sucré,1,Produits Laitiers,7.67,,0,,,Carrefour,Tunis
Lait concentré sucré au lait entier,1,Produits Laitiers,7.59,,0,,,Carrefour,Sousse
Fromage fondu à tartiner,1,Produits Laitiers,3.5,,0,,,Carrefour,Ariana
Crème dessert Plaisir chocolat,1,Produits Laitiers,0.79,,0,,,Carrefour,Tunis
Fromage fondu à tartiner,1,Produits Laitiers,12.99,,0,,,Carrefour,Sousse
